StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.1,Q3.1,Q3.2,Q3.3,Q3.4,Q4.2,Q4.3,Q4.4,Q4.5_1,Q4.7,Q4.8,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q5.1_5,Q5.1_6,Q7.1_1,Q7.2_1,Q7.3_1,Q7.4,Q7.5,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q392_First Click,Q392_Last Click,Q392_Page Submit,Q392_Click Count,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q371_First Click,Q371_Last Click,Q371_Page Submit,Q371_Click Count,Q393_First Click,Q393_Last Click,Q393_Page Submit,Q393_Click Count,Q374_1,Q375_1,Q376_1,Q377_1,Q378_1,Q379_1,Q380_1,Q380_2,Q380_3,Q380_4,Q380_5,Q380_6,Q382_First Click,Q382_Last Click,Q382_Page Submit,Q382_Click Count,Q410_First Click,Q410_Last Click,Q410_Page Submit,Q410_Click Count,Q385_1,Q386_1,Q387_1,Q388_1,Q389_1,Q390_1,Q391_1,Q391_2,Q391_3,Q391_4,Q391_5,Q391_6,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q11,Q12,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q14#1_1,Q14#1_2,Q14#1_3,Q14#1_4,Q14#1_5,Q14#1_6,Q14#1_7,Q14#1_8,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,NPS.2,NPS.3,NPS.4,NPS.5_NPS_GROUP,NPS.5,NPS.6,PROLIFIC_PID
2025-07-13 19:38:19,2025-07-13 21:15:36,IP Address,148.252.158.230,100,5836,True,2025-07-13 21:15:36,R_2P5Yzy2uS3xlqsV,,,,,51.4964,-0.1224,anonymous,EN,I agree and I want to participate,66f2e478619ff9c3df3385ad,Desktop,Other,English,25 to 44,Female,Bachelor's degree,United Kingdom,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",6,6,2,2,5,5,5,Several times a week,11,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,316.685,697.476,711.334,9,820.46,1002.177,1003.888,4,7,7,3,2,2,6,7,5,5,7,6,7,,,,,,,,,,,,,,,,,,,,,122.488,165.178,357.393,2,6,3,5,3,5,3,"I felt my understanding and reaction more natural as I read the article. For example when polyansky's claimed that Kyiv is not interested in resolving the conflict my brain  automatically treated that as a forceful, urgent statement.",3,4,3,6,2,5,Yes,I think it is propagandistic because it mainly provided  an unreliable view of the conflict and Ukraine's actions by spreading the official narrative of the Russian government.,172.906,715.252,716.24,24,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,173.01,715.251,716.239,24,None at the moment,Yes,The accuracy and how it thinks about the situation from different points of view.,Promoter,10,"It was a fun conversation. ",
2025-07-13 21:55:36,2025-07-13 21:57:46,IP Address,98.97.112.247,100,129,True,2025-07-13 21:57:46,R_3zzHOPmYGw0E7IU,,,,,33.4532,-112.0748,anonymous,EN,I agree and I want to participate,672e89878bf0a5db7087c513,Desktop,Politics,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-13 22:09:30,2025-07-13 22:14:00,IP Address,194.152.132.107,100,270,True,2025-07-13 22:14:01,R_8PcC7lnVqPv9GmF,,,,,51.4964,-0.1224,anonymous,EN,I agree and I want to participate,672628f1dd186b536530f278,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-13 22:14:31,2025-07-13 22:15:04,IP Address,194.152.132.107,100,32,True,2025-07-13 22:15:04,R_2saxsRSiVTUwWdc,,,,,51.4964,-0.1224,anonymous,EN,I agree and I want to participate,672628f1dd186b536530f278,Desktop,Politics,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-13 22:18:30,2025-07-13 22:22:48,IP Address,213.137.81.202,100,257,True,2025-07-13 22:22:48,R_87sxvSsLvZ72aNB,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,672f51ea346fba23ddd5a793,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-13 22:52:40,2025-07-13 23:29:58,IP Address,194.152.132.107,100,2238,True,2025-07-13 23:29:58,R_8EBdtMwq13xqR4L,,,,,51.4964,-0.1224,anonymous,EN,I agree and I want to participate,672628f1dd186b536530f278,Desktop,Other,English,25 to 44,Male,Master's degree,United Kingdom,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",4,5,1,1,6,6,4,Once a week,9,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,1.464,3.021,3.957,3,0,0,194.193,0,7,1,2,5,2,5,1,6,5,7,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.185,446.39,447.271,27,7,1,5,1,5,2,"I felt spontaneous while reading the article has i am continuously consuming more fact ",1,6,4,7,5,6,Yes,"Because there was been biased in the article ",3.067,204.122,205.054,24,No,Yes,Yes,Yes,Yes,Yes,No,No,3.068,204.122,205.054,24,"The first article is too tiny and not well bold for reading. ",Yes,"The way facts are been stated ",Promoter,9,"It is interesting having an interaction with ",
2025-07-13 22:33:37,2025-07-13 23:54:45,IP Address,213.137.81.202,100,4868,True,2025-07-13 23:54:45,R_2mWY0HzUx6CvGJN,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,672f51ea346fba23ddd5a793,Desktop,Other,English,25 to 44,Male,Master's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",5,7,7,2,7,6,2,Multiple times a day,11,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,817.06,824.122,57,1658.28,3111.488,3136.322,5,6,6,4,7,7,7,2,5,4,7,6,7,6.778,41.555,43.802,3,6,3,6,6,7,1,Reading the article made me feel alarmed because it showed how Europe's migration policies ignore human rights and treat refugees unfairly.,2,7,2,5,6,7,No,It presents factual events,5.678,129.827,154.409,25,No,No,No,No,No,No,Yes,No,5.678,129.827,154.409,25,nice study,Yes,"yes ",Promoter,10,nice initiative,
2025-07-16 09:32:37,2025-07-16 09:33:44,IP Address,107.122.93.61,100,67,True,2025-07-16 09:33:45,R_1dpmwHa9zwkUU3Q,,,,,44.9834,-93.2622,anonymous,EN,I agree and I want to participate,65e7457d155f3a17e6a570a0,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-16 08:33:20,2025-07-16 09:33:54,IP Address,216.120.189.51,100,3633,True,2025-07-16 09:33:54,R_2CflcKKkK0djDmo,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,678969200a76abe09fd2a75c,Desktop,Other,English,25 to 44,Male,Master's degree,United Kingdom,"Clerical Support Workers – office and admin tasks (e.g. receptionist, data entry clerk, office assistant)","Yes, I will",6,5,2,4,6,6,2,Several times a week,9,"traditional media (e.g. newspapers, TV news channels),social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1031.62,0,0,0,313.319,0,6,6,5,6,2,2,6,5,6,5,4,5,0,0,218.85,0,1,7,2,2,2,6,"with the war going on and looking at the lives and properties at stake, the only thing the leader of Ukraine is thinking of is himself remaining in power to God knows when. so i am so deliberate to know know about the happenings around him the country of Ukraine and what the international community are doing towards that.",2,4,5,5,4,5,Yes,"i think there is something going on in Ukraine that is not clearly presented to the world to know and maybe there is a move to bring in another interest of others somewhere, so the leader need to be boot out.",23.698,279.648,282.54,10,Yes,No,Yes,Yes,Yes,Yes,Yes,No,23.698,279.648,282.54,10,"none ",Yes,"the summery is great and well captured ",Promoter,9,none,
2025-07-16 09:33:51,2025-07-16 09:34:09,IP Address,107.122.93.61,100,18,True,2025-07-16 09:34:09,R_6j8uNp7xwnfZM5h,,,,,44.9834,-93.2622,anonymous,EN,I agree and I want to participate,65e7457d155f3a17e6a570a0,Mobile,Politics,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-16 09:34:14,2025-07-16 09:54:58,IP Address,107.122.93.61,100,1243,True,2025-07-16 09:54:59,R_1UWoeYxaUc7eFOk,,,,,44.9834,-93.2622,anonymous,EN,I agree and I want to participate,65e7457d155f3a17e6a570a0,Desktop,Other,English,25 to 44,Male,High school diploma or equivalent,United States,"Craft & Related Trades Workers – hands-on skilled trades (e.g. carpenter, plumber, electrician)","Yes, I will",3,5,2,3,5,5,5,Never,8,"social media platforms (e.g. Facebook, Twitter, Telegram)",,3.917,221.085,237.317,7,408.368,408.368,409.495,1,6,7,6,2,2,2,1,4,5,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.981,30.981,36.367,1,6,6,2,3,3,6,"I just read the article thoroughly and formed my own conclusions. ",1,5,6,5,3,7,Yes,There is propaganda everywhere. Everyone has their own agenda,1.93,120.155,120.068,29,Yes,No,No,Yes,Yes,Yes,Yes,No,1.93,120.155,120.068,29,"Just that it works. It only said one thing to me and when I responded it got stuck on processing my reply. ",No,N/a,Detractor,0,The tool didn’t work well,
2025-07-16 09:54:32,2025-07-16 09:55:34,IP Address,145.224.66.36,100,62,True,2025-07-16 09:55:35,R_8qOk4fMeBzqzEv4,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,67d443ba0bb671a8f2a938a7,Desktop,Politics,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-16 09:55:49,2025-07-16 09:56:12,IP Address,145.224.66.36,100,22,True,2025-07-16 09:56:13,R_2DwtNDMEPOGjcXg,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,67d443ba0bb671a8f2a938a7,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-16 10:00:22,2025-07-16 10:01:04,IP Address,89.64.67.42,100,41,True,2025-07-16 10:01:05,R_2bT2CIUoWmo4EZ0,,,,,52.2299,21.0093,anonymous,EN,I agree and I want to participate,60bf28df4926a8b6391df575,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-16 10:04:27,2025-07-16 10:09:23,IP Address,216.120.189.231,100,295,True,2025-07-16 10:09:24,R_236panY6iXyypoJ,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,674b35aef9b2ae3dcdd26213,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-16 10:01:12,2025-07-16 10:41:28,IP Address,89.64.67.42,100,2415,True,2025-07-16 10:41:29,R_8I5JhQlMMwzueBN,,,,,52.2299,21.0093,anonymous,EN,I agree and I want to participate,60bf28df4926a8b6391df575,Desktop,Other,English,18 to 24,Male,Bachelor's degree,Poland,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",5,6,2,3,6,6,3,Several times a week,8,online news websites,,0,0,235.143,0,0,0,1658.913,0,6,7,3,4,6,3,3,4,3,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,38.838,0,5,4,2,3,2,6,"When I read the article, my thoughts were more deliberate because I was trying to understand the situation and the reasons behind what the Russian diplomat said. It wasn’t just a quick emotional reaction, but more thinking about what it means and why they said it.",4,5,4,5,3,5,Yes,"It mainly presents the Russian diplomat’s point of view without much balance or evidence, and it paints Ukraine and Zelensky in a very negative light.",2.567,95.463,95.874,17,Yes,No,Yes,Yes,Yes,No,No,No,2.567,95.463,95.874,17,na,Yes,The most helpful part was the clear explanations,Detractor,6,,
2025-07-16 10:09:45,2025-07-16 11:27:00,IP Address,216.120.189.231,100,4634,True,2025-07-16 11:27:00,R_8ZE7zFx58yifDoG,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,674b35aef9b2ae3dcdd26213,Desktop,Other,English,25 to 44,Male,Bachelor's degree,United Kingdom,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",1,7,1,1,5,6,4,Once a day,8,online news websites,,,,,,,,,,,,,,,,,,,,,,68.892,109.964,211.531,11,0,0,2073.652,0,6,3,6,1,4,6,3,6,2,7,5,7,,,,,,,,,,,,,,,,,,,,,0,0,471.145,0,6,1,1,5,7,6,"I have come across this article online and find it very interesting. seeing it here has convinced me greatly that it could be true that the Ukraine President is not seeking for peace but rather the continuation of the ongoing war between them and the Russians ",7,7,1,6,7,6,No,Because i find the details of the information to be true,2.547,61.515,80.824,11,No,No,No,No,No,No,No,No,2.547,61.515,80.824,11,The AI tool is slow and needs improvement,No,"It can summaries article, but is slow at interpreting the information",Detractor,3,,
2025-07-16 11:29:05,2025-07-16 11:43:20,IP Address,86.16.151.214,100,855,True,2025-07-16 11:43:21,R_80nG733k3H45mA9,,,,,53.8017,-1.7848,anonymous,EN,I agree and I want to participate,6718b63a1e293387ef30d259,Desktop,Other,English,45 to 64,Male,Bachelor's degree,United Kingdom,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",5,4,4,4,4,5,3,Multiple times a day,9,online news websites,,0,0,115.403,0,0,0,101.41,0,5,3,4,4,3,3,4,4,6,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.772,190.772,192.546,1,2,4,5,4,3,5,"Felt like the article wasnt just presenting facts but more steering me in a certain direction. ",2,5,4,3,4,3,Yes,It steered me in a certain direction and all these news articles tend to have some affiliation with a coutnry,1.489,43.919,45.958,20,No,Yes,No,Yes,No,No,Yes,No,1.489,43.919,45.958,20,Maybe have ways i can adapt things to make it work for me,Yes,It summed things up well and took bias away,Passive,8,,
2025-07-16 11:08:43,2025-07-16 11:43:43,IP Address,86.4.61.80,100,2100,True,2025-07-16 11:43:44,R_2NqQWeRhYT5wkyH,,,,,54.8293,-1.7058,anonymous,EN,I agree and I want to participate,676688afcec3cd778dfbb863,Desktop,Other,English,25 to 44,Male,Bachelor's degree,United Kingdom,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",4,5,2,6,6,4,3,Once a week,9,"social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.1,316.211,709.133,4,0,0,438.448,0,4,4,4,3,2,4,3,4,5,4,4,4,0,0,17.505,0,5,5,3,4,5,3,postive,4,4,5,4,5,5,,,31.49,39.94,41.952,8,No,No,No,Yes,No,Yes,No,No,31.49,39.941,41.952,8,the recoarding thing isn't working well,Yes,well everything was helpful,Passive,8,,
2025-07-16 12:08:34,2025-07-16 13:02:18,IP Address,41.113.201.124,100,3223,True,2025-07-16 13:02:18,R_8XgM0VIEyjzRuqB,,,,,-26.1917,28.0523,anonymous,EN,I agree and I want to participate,601129f77e0c21000b0c408a,Desktop,Other,English,25 to 44,Male,Bachelor's degree,South Africa,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",5,4,4,2,5,4,3,Several times a week,9,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.118,707.118,807.113,1,0,0,1089.61,0,4,5,7,4,2,5,2,4,5,6,4,6,0,0,205.595,0,2,4,2,1,3,2,My thoughts felt more spontaneous because I was taking in the information without any biases. I was mainly interested in understanding the content of the article than validating a preconceived notion.,6,4,6,4,3,7,Yes,I think the article was propagandistic because it was very one sided.,3.147,153.942,154.946,12,Yes,No,Yes,Yes,Yes,Yes,Yes,No,3.147,153.839,154.945,12,N/A,No,What was most helpful was the tool's ability to follow up on statements that I made.,Passive,7,No,
